api-1  | INFO:     Will watch for changes in these directories: ['/app']
api-1  | DEBUG:root:Received response from Ollama: {'model': 'granite3.3:8b-largectx', 'created_at': '2025-06-19T05:02:21.137024878Z', 'response': "## Answer to Your Query:\n\nThere are **0 departments** found in the current data set.\n\n### No Departments Matching Your Request\n\nUnfortunately, the database doesn't contain any records for departments at this time. \n\nIf you believe there should be department information present or if you need assistance in setting up department-related data, please consult with your IT or data management team. They can help you define the structure and populate relevant details about departments, teams, groups, policies, and contacts. \n\nFor any future queries related to these categories, ensure that the necessary data fields are correctly filled out and updated regularly for accurate results.", 'done': True, 'done_reason': 'stop', 'context': [49152, 2946, 49153, 39558, 390, 17071, 2821, 44, 30468, 225, 36, 34, 36, 38, 32, 203, 4282, 884, 8080, 278, 659, 30, 18909, 810, 25697, 32, 2448, 884, 312, 17247, 19551, 47330, 32, 0, 203, 49152, 496, 49153, 4282, 884, 312, 17247, 47330, 688, 15477, 3500, 2467, 3276, 436, 2899, 31, 42368, 4250, 6560, 1849, 372, 6153, 1389, 461, 2290, 322, 2091, 7024, 372, 21368, 332, 623, 32, 203, 203, 1240, 1182, 4707, 1326, 44, 313, 8257, 5075, 26811, 1728, 884, 2017, 3107, 203, 203, 3954, 3276, 44, 203, 12157, 16607, 950, 5518, 330, 16916, 950, 5518, 330, 6332, 950, 5518, 330, 16669, 950, 5518, 330, 6286, 950, 1605, 111, 203, 203, 6574, 2179, 3282, 3276, 328, 312, 4233, 30, 2125, 444, 3352, 688, 15761, 322, 1256, 6153, 3623, 2899, 1471, 1115, 1327, 21047, 17948, 6192, 203, 203, 15757, 4446, 44, 203, 31, 26823, 322, 2471, 328, 312, 19844, 30, 457, 5232, 5144, 46023, 20975, 544, 29300, 2125, 203, 31, 4417, 21047, 8345, 436, 17948, 44, 334, 429, 1115, 16835, 1344, 326, 436, 12480, 22557, 461, 1202, 26910, 33, 16669, 334, 429, 529, 1227, 9058, 82, 436, 4467, 30, 13479, 30, 556, 22131, 5955, 1412, 9136, 334, 429, 5286, 19344, 436, 15521, 1412, 10558, 6183, 2471, 334, 429, 319, 44928, 4981, 436, 10375, 334, 429, 523, 43960, 523, 1412, 14838, 28546, 706, 334, 429, 848, 6575, 25072, 436, 8913, 43912, 556, 2354, 6655, 203, 203, 15147, 31, 758, 21736, 1345, 22900, 12734, 1392, 2773, 38416, 33026, 44, 203, 203, 326, 1562, 15310, 549, 2252, 4339, 19677, 4777, 203, 31, 1115, 13360, 18896, 33, 4363, 25017, 20608, 1932, 326, 203, 31, 7914, 7231, 4467, 30, 12770, 30, 461, 1202, 10130, 203, 31, 1115, 16794, 2040, 518, 6560, 42665, 2504, 7231, 326, 308, 16916, 33, 6332, 18392, 27, 203, 31, 12432, 7260, 2471, 436, 7231, 34027, 1412, 3304, 203, 31, 28192, 2354, 6655, 436, 4953, 556, 4736, 203, 203, 326, 1562, 33126, 33, 5870, 19677, 4777, 203, 31, 1115, 27086, 283, 518, 27608, 30, 39143, 30, 461, 17200, 31, 12620, 483, 326, 203, 31, 25144, 2519, 44, 636, 30, 4203, 30, 4096, 30, 23572, 203, 31, 1115, 16835, 322, 4467, 432, 6498, 27608, 461, 1202, 38594, 19489, 326, 203, 31, 7051, 7024, 810, 3623, 316, 40289, 372, 322, 2899, 308, 87, 32, 89, 4317, 313, 4248, 29912, 483, 392, 313, 8237, 39066, 101, 392, 313, 10083, 5232, 657, 203, 31, 12432, 6498, 33, 1363, 19964, 993, 372, 2519, 30895, 1125, 19492, 203, 203, 326, 1562, 4187, 19965, 4777, 203, 31, 19247, 3276, 619, 2125, 444, 34467, 203, 31, 4417, 4169, 4826, 2124, 44, 334, 429, 313, 433, 3891, 33126, 372, 12141, 20, 334, 429, 313, 433, 902, 8577, 447, 9327, 372, 15054, 20, 5235, 429, 313, 433, 10961, 17096, 20, 203, 31, 1115, 16835, 322, 4630, 8913, 26910, 326, 372, 15669, 963, 372, 1932, 203, 31, 1283, 7355, 6916, 2504, 4916, 33, 6038, 438, 10088, 372, 3623, 2899, 203, 203, 326, 1397, 19247, 4777, 203, 35, 32, 4793, 623, 312, 3872, 7592, 372, 3623, 7000, 203, 36, 32, 7914, 322, 4630, 18896, 33, 4363, 31, 9786, 3946, 1932, 203, 37, 32, 7051, 5886, 2471, 10752, 203, 38, 32, 4720, 623, 20051, 2354, 6655, 556, 5388, 6295, 993, 203, 203, 326, 953, 16999, 4777, 203, 31, 44025, 1202, 43912, 30, 15103, 30, 556, 25041, 328, 322, 706, 203, 31, 1670, 2017, 884, 5075, 3276, 30, 46053, 322, 4630, 8913, 11668, 461, 2355, 1202, 14564, 203, 31, 1115, 2797, 2017, 884, 1289, 3276, 30, 526, 3872, 461, 41211, 429, 9639, 1603, 313, 2023, 20608, 4528, 2431, 20, 556, 313, 2023, 9215, 3276, 20, 2876, 9018, 973, 2471, 326, 203, 31, 2616, 12083, 279, 706, 30, 12480, 2040, 518, 1115, 19483, 883, 3049, 326, 461, 1115, 19483, 1401, 27756, 326, 203, 31, 6400, 322, 1789, 17247, 30, 2125, 444, 30, 461, 8792, 372, 7648, 203, 31, 12432, 15172, 33, 41284, 1412, 10088, 308, 87, 32, 89, 4317, 313, 3595, 1115, 37, 18896, 20608, 326, 461, 1115, 39, 1202, 26910, 326, 657, 203, 203, 326, 2576, 20336, 69, 25999, 31332, 4777, 203, 31, 1670, 1289, 20608, 884, 2431, 30, 16533, 623, 44, 313, 2023, 20608, 4528, 2431, 9215, 1370, 1326, 3107, 203, 31, 1670, 1289, 7024, 884, 2431, 30, 16533, 623, 44, 313, 2023, 7024, 4528, 2431, 9215, 1370, 15261, 3107, 203, 31, 1670, 1289, 18920, 33, 6332, 884, 2431, 30, 16533, 623, 44, 313, 2023, 18920, 556, 8351, 4528, 2431, 436, 458, 5951, 3107, 203, 31, 4085, 2370, 6919, 15529, 33243, 556, 2355, 10140, 29327, 7351, 2017, 884, 4648, 3276, 203, 31, 4085, 2370, 37350, 556, 48965, 1008, 3043, 2471, 1412, 1289, 3276, 2307, 203, 31, 19114, 1289, 31, 4295, 14812, 25585, 461, 296, 7975, 203, 203, 33862, 44, 4417, 7240, 21047, 17948, 28025, 1370, 1789, 32, 33062, 544, 29300, 322, 1256, 372, 4818, 2125, 461, 6153, 3623, 2899, 42990, 32, 5076, 2017, 884, 1289, 3276, 30, 526, 41211, 461, 3872, 9283, 2784, 39277, 5122, 623, 22035, 12479, 2471, 32, 0, 203, 49152, 17594, 49153, 433, 23574, 372, 10604, 6645, 44, 203, 203, 8309, 884, 1115, 34, 26811, 1728, 326, 2431, 328, 322, 1550, 706, 739, 32, 203, 203, 1482, 3139, 5391, 502, 1728, 12253, 299, 10604, 4448, 203, 203, 44808, 30, 322, 3500, 4163, 1330, 4799, 1346, 9212, 436, 26811, 1728, 821, 458, 1133, 32, 1659, 203, 2797, 844, 13710, 2017, 1395, 526, 23572, 2471, 5024, 556, 415, 844, 1849, 47221, 328, 5748, 973, 23572, 31, 10513, 706, 30, 4322, 13655, 623, 1370, 17399, 556, 706, 11146, 6498, 32, 11228, 883, 3049, 844, 5597, 322, 5193, 461, 18967, 10088, 4245, 2625, 26811, 1728, 30, 18920, 30, 8351, 30, 20608, 30, 461, 26910, 32, 1659, 203, 1562, 1346, 7062, 11792, 5886, 372, 3282, 12770, 30, 7279, 688, 322, 7506, 706, 3829, 884, 8464, 15732, 963, 461, 4459, 10605, 631, 436, 26572, 3276, 32], 'total_duration': 3333612542, 'load_duration': 6979382, 'prompt_eval_count': 830, 'prompt_eval_duration': 260811847, 'eval_count': 139, 'eval_duration': 3065381494}
api-1  | DEBUG:httpcore.connection:close.started
api-1  | DEBUG:httpcore.connection:close.complete
api-1  | DEBUG:root:Sending request to Ollama: {'model': 'granite3.3:8b-largectx', 'prompt': 'You are an AI assistant that analyzes user messages and decides what actions to take. You specialize in helping users complete tasks by finding relevant policies and identifying the right people to involve.\n\nUser message: "how many employees"\n\nAVAILABLE DATABASE CONTEXT:\nThe database contains corporate organizational data with:\n- 500 people across departments: Engineering, Operations, Marketing, DevOps, Product\n- 35 teams including: Core Platform (Engineering), Frontend Web (Engineering), Mobile Apps (Engineering)\n- 15 cross-functional groups including: Security Council (governance), Data Governance Committee (governance), Architecture Review Board (technical)\n- 20 policies and compliance frameworks\n\nFALKORDB SCHEMA:\nNode Types:\n- Person: id, name, email, department, role, hire_date, location, manager_id\n- Team: id, name, department, focus\n- Group: id, name, description, type, lead_department  \n- Policy: id, name, description, category, severity, responsible_type, compliance_frameworks\n- Message: original, pig_latin, timestamp\n\nRelationships:\n- (Person)-[:MEMBER_OF {role, is_lead}]->(Team)\n- (Person)-[:MEMBER_OF {role, joined_date}]->(Group)\n- (Person)-[:REPORTS_TO]->(Person)\n- (Team)-[:RESPONSIBLE_FOR {responsibility_type, assigned_date}]->(Policy)\n- (Group)-[:RESPONSIBLE_FOR {responsibility_type, assigned_date}]->(Policy)\n\nBased on this message, decide what actions should be taken. You can recommend one or more of the following tools:\n\n1. "search_database" - Search using pre-built queries (people, teams, groups, policies, messages)\n2. "custom_query" - Generate a custom Cypher query for complex organizational data requests\n3. "pig_latin" - Convert the message to pig latin (DEFAULT - use this for normal conversations)\n4. "store_message" - Store the message in the database\n\nIMPORTANT DECISION LOGIC:\n\nUSE "custom_query" for these patterns:\n\nTASK-ORIENTED QUERIES (PRIORITY):\n- Policy compliance: "I need to implement X", "how do I do Y", "what\'s required for Z", "I\'m working on A"\n- Policy ownership: "who owns X policy", "who\'s responsible for Y", "who should I talk to about Z"\n- Task approvals: "who approves X", "who can sign off on Y", "who leads Z initiative"\n- Compliance questions: "what policies apply to X", "what\'s needed for Y compliance", "requirements for Z"\n- Implementation help: "starting a new project", "need approval for X", "implementing Y feature"\n\nORGANIZATIONAL ANALYSIS:\n- Manager/hierarchy questions: "who is X\'s manager", "who reports to Y", "who does X report to"\n- Team leadership: "who are the team leads", "find team leads in Engineering", "who leads the Sales team"\n- Organizational structure: "who has the most reports", "find managers", "show me the hierarchy"\n- Team membership: "who\'s on the X team", "find members of Y team", "what team is X on"\n- Cross-functional analysis: "who works with X", "find X\'s colleagues", "show me connections"\n- Department analysis: "how many people in Engineering", "count by department", "show department sizes"\n- Multiple people queries: "employees in X", "people in Y department", "staff in Z", "workers in A"\n\nPOLICY & COMPLIANCE DISCOVERY:\n- Policy searches: "find security policies", "data privacy requirements", "development standards"\n- Responsibility mapping: "who handles X", "what team owns Y", "responsible parties for Z"\n- Process guidance: "approval workflow for X", "steps to implement Y", "who to contact for Z"\n\nUSE "search_database" for these patterns:\n- Simple name lookups: "find John Smith", "show me Sarah", "lookup Danny"\n- Basic entity searches when NOT asking for relationships: "show Engineering teams", "list security policies"\n- Simple keyword searches without relationships or filtering\n\nUSE "pig_latin" for:\n- Casual conversation: "hello", "thanks", "how are you"\n- Non-organizational questions\n\nALWAYS include "store_message" to save conversation history\n\nKEY PATTERN RECOGNITION:\n- If the query involves WHO, HOW MANY, WHICH, or relationships between entities, use "custom_query"\n- If the user is asking about implementing, starting, or completing something, use "custom_query" to find relevant policies and owners\n- If the user needs to know "who should I talk to" or "who\'s responsible", use "custom_query"\n\nIMPORTANT: Respond with ONLY a valid JSON object, no other text. The JSON must contain:\n- "reasoning": Your reasoning for the decision (explain if task-oriented and what they need)\n- "tools": Array of tool names to call\n- "response_type": "pig_latin" for pig latin responses, "search" for database search responses, "custom" for custom query responses, or "chat" for other responses\n\nExample responses:\n{\n  "reasoning": "This is a normal chat message, so I should convert it to pig latin as the default behavior.",\n  "tools": ["pig_latin", "store_message"],\n  "response_type": "pig_latin"\n}\n\n{\n  "reasoning": "The user is asking to search for specific entities without needing relationship information.",\n  "tools": ["search_database"],\n  "response_type": "search"\n}\n\n{\n  "reasoning": "The user has a task-oriented query about implementing something and needs to find relevant policies and the right people (team leads, policy owners) to work with.",\n  "tools": ["custom_query", "store_message"],\n  "response_type": "custom"\n}', 'stream': False}
api-1  | DEBUG:httpcore.connection:connect_tcp.started host='ollama' port=11434 local_address=None timeout=60 socket_options=None
api-1  | DEBUG:httpcore.connection:connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7fb89506cd10>
api-1  | DEBUG:httpcore.http11:send_request_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_headers.complete
api-1  | DEBUG:httpcore.http11:send_request_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:send_request_body.complete
api-1  | DEBUG:httpcore.http11:receive_response_headers.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'application/json; charset=utf-8'), (b'Date', b'Thu, 19 Jun 2025 05:02:41 GMT'), (b'Transfer-Encoding', b'chunked')])
api-1  | INFO:httpx:HTTP Request: POST http://ollama:11434/api/generate "HTTP/1.1 200 OK"
api-1  | DEBUG:httpcore.http11:receive_response_body.started request=<Request [b'POST']>
api-1  | DEBUG:httpcore.http11:receive_response_body.complete
api-1  | DEBUG:httpcore.http11:response_closed.started
api-1  | DEBUG:httpcore.http11:response_closed.complete
api-1  | DEBUG:root:Received response from Ollama: {'model': 'granite3.3:8b-largectx', 'created_at': '2025-06-19T05:02:41.212344913Z', 'response': '{\n  "reasoning": "The user is asking for a count of employees which falls under the category of organizational analysis, specifically department analysis. This requires querying the database for the number of people in a specific department.",\n  "tools": ["custom_query", "store_message"],\n  "response_type": "custom"\n}', 'done': True, 'done_reason': 'stop', 'context': [49152, 2946, 49153, 39558, 390, 17071, 2821, 44, 30468, 225, 36, 34, 36, 38, 32, 203, 4282, 884, 8080, 278, 659, 30, 18909, 810, 25697, 32, 2448, 884, 312, 17247, 19551, 47330, 32, 0, 203, 49152, 496, 49153, 4282, 884, 600, 19551, 47330, 688, 17920, 20573, 1256, 5218, 461, 5973, 12804, 2769, 6885, 372, 4818, 32, 2448, 7456, 518, 328, 37860, 4250, 6153, 8253, 810, 17340, 10088, 20608, 461, 31583, 322, 2091, 7024, 372, 43033, 32, 203, 203, 1240, 1474, 44, 313, 6893, 5075, 28990, 20, 203, 203, 25431, 26235, 2198, 6016, 44, 203, 1318, 3500, 4304, 36713, 332, 12083, 279, 706, 623, 44, 203, 31, 225, 39, 34, 34, 7024, 10160, 26811, 1728, 44, 26585, 30, 27724, 30, 7778, 8842, 30, 40390, 30, 7688, 203, 31, 225, 37, 39, 18920, 6237, 44, 7349, 11325, 308, 3711, 8637, 471, 45049, 3704, 308, 3711, 8637, 471, 16966, 24386, 308, 3711, 8637, 27, 203, 31, 225, 35, 39, 8184, 31, 18651, 8351, 6237, 44, 7337, 45486, 308, 89, 38082, 471, 2398, 570, 38082, 41772, 308, 89, 38082, 471, 29321, 15054, 18666, 308, 40180, 27, 203, 31, 225, 36, 34, 20608, 461, 4953, 29879, 203, 203, 56, 726, 61, 758, 1996, 358, 5180, 1400, 44, 203, 1212, 13400, 44, 203, 31, 11038, 44, 804, 30, 636, 30, 4096, 30, 23572, 30, 4203, 30, 420, 548, 81, 770, 30, 3894, 30, 7884, 81, 314, 203, 31, 12641, 44, 804, 30, 636, 30, 23572, 30, 9280, 203, 31, 7051, 44, 804, 30, 636, 30, 3048, 30, 827, 30, 16190, 81, 18495, 261, 203, 31, 15310, 44, 804, 30, 636, 30, 3048, 30, 6215, 30, 25017, 30, 18392, 81, 681, 30, 4953, 81, 43075, 203, 31, 4578, 44, 4707, 30, 298, 365, 81, 23423, 30, 6341, 203, 203, 30996, 44, 203, 31, 308, 6005, 7824, 2867, 7239, 81, 2109, 301, 4298, 30, 438, 81, 18637, 111, 6583, 26, 8237, 27, 203, 31, 308, 6005, 7824, 2867, 7239, 81, 2109, 301, 4298, 30, 27033, 81, 770, 111, 6583, 26, 1564, 27, 203, 31, 308, 6005, 7824, 2867, 25252, 69, 81, 1407, 6583, 26, 6005, 27, 203, 31, 308, 8237, 7824, 2867, 15812, 567, 2123, 14507, 81, 7321, 301, 43054, 3453, 81, 681, 30, 11012, 81, 770, 111, 6583, 26, 4248, 27, 203, 31, 308, 1564, 7824, 2867, 15812, 567, 2123, 14507, 81, 7321, 301, 43054, 3453, 81, 681, 30, 11012, 81, 770, 111, 6583, 26, 4248, 27, 203, 203, 10332, 544, 458, 1474, 30, 19737, 2769, 6885, 1395, 526, 11508, 32, 2448, 883, 13152, 1591, 556, 1829, 432, 322, 2412, 8684, 44, 478, 35, 32, 313, 1903, 81, 4603, 20, 429, 7422, 1471, 1406, 31, 8282, 11792, 308, 16607, 30, 18920, 30, 8351, 30, 20608, 30, 5218, 27, 203, 36, 32, 313, 2988, 81, 1217, 20, 429, 10945, 312, 3115, 22350, 36149, 2467, 436, 8640, 12083, 279, 706, 5167, 203, 37, 32, 313, 43085, 81, 23423, 20, 429, 8125, 322, 1474, 372, 298, 365, 41954, 308, 5807, 429, 793, 458, 436, 4302, 48223, 27, 203, 38, 32, 313, 2157, 81, 1436, 20, 429, 8809, 322, 1474, 328, 322, 3500, 203, 203, 33862, 24308, 7591, 5776, 1102, 44, 203, 203, 4855, 313, 2988, 81, 1217, 20, 436, 3282, 15103, 44, 203, 203, 15147, 31, 758, 21736, 1345, 21810, 527, 12145, 308, 28185, 711, 203, 31, 15310, 4953, 44, 313, 59, 1849, 372, 2054, 1593, 392, 313, 6893, 745, 439, 745, 1410, 392, 313, 7733, 1182, 2129, 436, 2523, 392, 313, 59, 3464, 4740, 544, 399, 20, 203, 31, 15310, 13668, 44, 313, 19483, 42665, 1593, 7231, 392, 313, 19483, 1182, 18392, 436, 1410, 392, 313, 19483, 1395, 439, 12440, 372, 2625, 2523, 20, 203, 31, 4187, 4264, 9359, 44, 313, 19483, 4264, 4954, 1593, 392, 313, 19483, 883, 2596, 2126, 544, 1410, 392, 313, 19483, 27608, 2523, 26441, 1353, 20, 203, 31, 2252, 4339, 10017, 44, 313, 7733, 20608, 4871, 372, 1593, 392, 313, 7733, 1182, 5349, 436, 1410, 4953, 392, 313, 15965, 436, 2523, 20, 203, 31, 19965, 3049, 44, 313, 19569, 312, 537, 2074, 392, 313, 10898, 27869, 436, 1593, 392, 313, 9165, 299, 1410, 2787, 20, 203, 203, 22581, 927, 27002, 726, 1737, 726, 16928, 1296, 44, 203, 31, 10702, 33, 32754, 10017, 44, 313, 19483, 438, 1593, 1182, 7884, 392, 313, 19483, 14201, 372, 1410, 392, 313, 19483, 1957, 1593, 3639, 372, 20, 203, 31, 12641, 999, 47482, 44, 313, 19483, 884, 322, 6498, 27608, 392, 313, 1809, 6498, 27608, 328, 26585, 392, 313, 19483, 27608, 322, 25573, 6498, 20, 203, 31, 24274, 279, 5193, 44, 313, 19483, 1401, 322, 4630, 14201, 392, 313, 1809, 39143, 392, 313, 2245, 597, 322, 21291, 20, 203, 31, 12641, 26050, 44, 313, 19483, 1182, 544, 322, 1593, 6498, 392, 313, 1809, 8999, 432, 1410, 6498, 392, 313, 7733, 6498, 438, 1593, 544, 20, 203, 31, 19178, 31, 18651, 9209, 44, 313, 19483, 4847, 623, 1593, 392, 313, 1809, 1593, 1182, 932, 274, 481, 1032, 392, 313, 2245, 597, 12215, 20, 203, 31, 24506, 9209, 44, 313, 6893, 5075, 7024, 328, 26585, 392, 313, 998, 810, 23572, 392, 313, 2245, 23572, 12998, 20, 203, 31, 21138, 7024, 11792, 44, 313, 34128, 328, 1593, 392, 313, 16607, 328, 1410, 23572, 392, 313, 15989, 328, 2523, 392, 313, 17733, 328, 399, 20, 203, 203, 27571, 549, 14199, 1798, 6307, 10363, 47751, 44, 203, 31, 15310, 33243, 44, 313, 1809, 7663, 20608, 392, 313, 605, 27919, 10130, 392, 313, 12196, 29787, 20, 203, 31, 20989, 2612, 3453, 7996, 44, 313, 19483, 13650, 1593, 392, 313, 7733, 6498, 42665, 1410, 392, 313, 43054, 1478, 35443, 436, 2523, 20, 203, 31, 6833, 34467, 44, 313, 27485, 10153, 436, 1593, 392, 313, 7439, 372, 2054, 1410, 392, 313, 19483, 372, 7260, 436, 2523, 20, 203, 203, 4855, 313, 1903, 81, 4603, 20, 436, 3282, 15103, 44, 203, 31, 7155, 636, 2779, 9016, 44, 313, 1809, 21566, 35142, 392, 313, 2245, 597, 48804, 2371, 392, 313, 10122, 475, 26638, 20, 203, 31, 9261, 4422, 33243, 1412, 2370, 24240, 436, 25041, 44, 313, 2245, 26585, 18920, 392, 313, 668, 7663, 20608, 20, 203, 31, 7155, 11659, 33243, 2876, 25041, 556, 17495, 203, 203, 4855, 313, 43085, 81, 23423, 20, 436, 44, 203, 31, 24410, 1029, 19509, 44, 313, 7656, 392, 313, 29376, 392, 313, 6893, 884, 844, 20, 203, 31, 12495, 31, 12708, 279, 10017, 203, 203, 30007, 2305, 313, 2157, 81, 1436, 20, 372, 4131, 19509, 8142, 203, 203, 3307, 447, 18939, 3042, 1197, 11785, 3942, 44, 203, 31, 1670, 322, 2467, 37383, 624, 2253, 30, 11551, 73, 488, 15205, 30, 8741, 43656, 30, 556, 25041, 3733, 11740, 30, 793, 313, 2988, 81, 1217, 20, 203, 31, 1670, 322, 1256, 438, 24240, 2625, 19359, 30, 8049, 30, 556, 9631, 299, 4660, 30, 793, 313, 2988, 81, 1217, 20, 372, 2290, 10088, 20608, 461, 34027, 203, 31, 1670, 322, 1256, 5652, 372, 3702, 313, 19483, 1395, 439, 12440, 372, 20, 556, 313, 19483, 1182, 18392, 392, 793, 313, 2988, 81, 1217, 20, 203, 203, 33862, 44, 43728, 623, 28222, 312, 2080, 3398, 1300, 30, 1289, 1604, 1344, 32, 886, 3398, 2298, 4799, 44, 203, 31, 313, 10354, 299, 563, 10604, 5966, 299, 436, 322, 17200, 308, 35542, 415, 2899, 31, 42368, 461, 2769, 2953, 1849, 27, 203, 31, 313, 4280, 563, 2629, 432, 4559, 4467, 372, 1476, 203, 31, 313, 1986, 81, 681, 563, 313, 43085, 81, 23423, 20, 436, 298, 365, 41954, 14812, 30, 313, 1903, 20, 436, 3500, 3233, 14812, 30, 313, 2988, 20, 436, 3115, 2467, 14812, 30, 556, 313, 6172, 20, 436, 1604, 14812, 203, 203, 5297, 14812, 44, 203, 109, 334, 313, 10354, 299, 563, 313, 2272, 438, 312, 4302, 11210, 1474, 30, 1259, 439, 1395, 4483, 561, 372, 298, 365, 41954, 619, 322, 1244, 5853, 4414, 334, 313, 4280, 563, 3037, 43085, 81, 23423, 392, 313, 2157, 81, 1436, 3439, 334, 313, 1986, 81, 681, 563, 313, 43085, 81, 23423, 20, 203, 111, 203, 203, 109, 334, 313, 10354, 299, 563, 313, 1318, 1256, 438, 24240, 372, 3233, 436, 2818, 11740, 2876, 41905, 12112, 2471, 4414, 334, 313, 4280, 563, 3037, 1903, 81, 4603, 3439, 334, 313, 1986, 81, 681, 563, 313, 1903, 20, 203, 111, 203, 203, 109, 334, 313, 10354, 299, 563, 313, 1318, 1256, 1401, 312, 2899, 31, 42368, 2467, 2625, 19359, 4660, 461, 5652, 372, 2290, 10088, 20608, 461, 322, 2091, 7024, 308, 5883, 27608, 30, 7231, 34027, 27, 372, 1389, 623, 4414, 334, 313, 4280, 563, 3037, 2988, 81, 1217, 392, 313, 2157, 81, 1436, 3439, 334, 313, 1986, 81, 681, 563, 313, 2988, 20, 203, 111, 0, 203, 49152, 17594, 49153, 109, 334, 313, 10354, 299, 563, 313, 1318, 1256, 438, 24240, 436, 312, 2385, 432, 28990, 1510, 39394, 1531, 322, 6215, 432, 12083, 279, 9209, 30, 21473, 23572, 9209, 32, 1348, 7171, 38654, 322, 3500, 436, 322, 1451, 432, 7024, 328, 312, 2818, 23572, 4414, 334, 313, 4280, 563, 3037, 2988, 81, 1217, 392, 313, 2157, 81, 1436, 3439, 334, 313, 1986, 81, 681, 563, 313, 2988, 20, 203, 111], 'total_duration': 2339958112, 'load_duration': 10857471, 'prompt_eval_count': 1427, 'prompt_eval_duration': 694573450, 'eval_count': 71, 'eval_duration': 1634087967}
api-1  | DEBUG:httpcore.connection:close.started
api-1  | DEBUG:httpcore.connection:close.complete
api-1  | DEBUG:query_patterns:No pattern matched for query: how many employees
